         93881 function calls (93668 primitive calls) in 3.223 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.002    0.001 <frozen importlib._bootstrap>:1120(_find_and_load_unlocked)
       20    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/client_proto.py:145(set_exception)
      150    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/http/cookies.py:297(key)
       15    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/compression_utils.py:19(encoding_to_mode)
       35    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/connector.py:657(_release_waiter)
       53    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
       14    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/connector.py:179(add_callback)
       17    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
       28    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/typing.py:1378(__hash__)
       13    0.000    0.000    0.002    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/threading.py:945(start)
        2    0.000    0.000    0.002    0.001 <frozen importlib._bootstrap>:1165(_find_and_load)
       46    0.000    0.000    0.001    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/ssl.py:981(unwrap)
       18    0.000    0.000    0.000    0.000 yarl/_quoting_c.pyx:334(_do_unquote)
      163    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
       40    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/yarl/_url.py:593(origin)
       32    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/sslproto.py:84(__init__)
        2    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/re/_parser.py:979(parse)
       26    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohappyeyeballs/impl.py:90(<genexpr>)
       15    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/helpers.py:567(start)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/selector_events.py:86(close)
      105    0.000    0.000    0.000    0.000 {method 'add_done_callback' of '_asyncio.Future' objects}
        2    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/re/_compiler.py:740(compile)
       15    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/compression_utils.py:133(flush)
       46    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:437(cache_from_source)
       30    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/futures.py:387(_call_check_cancel)
        1    0.000    0.000    0.002    0.002 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/encodings/__init__.py:71(search_function)
        1    0.000    0.000    3.220    3.220 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/runners.py:86(run)
       32    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/transports.py:14(__init__)
       35    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/client_reqrep.py:623(update_proxy)
      122    0.000    0.000    0.000    0.000 {method 'cancelled' of '_asyncio.Future' objects}
       91    0.000    0.000    0.000    0.000 {method 'add_done_callback' of '_asyncio.Task' objects}
       35    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/client_reqrep.py:947(headers)
       20    0.000    0.000    0.002    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/selector_events.py:1116(_call_connection_lost)
        3    0.000    0.000    3.223    1.074 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/base_events.py:617(run_until_complete)
       13    0.000    0.000    0.002    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/threading.py:611(wait)
       22    0.000    0.000    0.001    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/socket.py:499(close)
       17    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/sslproto.py:856(_pause_reading)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
       18    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/sslproto.py:801(_call_eof_received)
        1    0.000    0.000    3.223    3.223 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/runners.py:160(run)
       35    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/base_protocol.py:32(writing_paused)
       13    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohappyeyeballs/_staggered.py:33(_on_completion)
       35    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/client_reqrep.py:564(update_auth)
      199    0.000    0.000    0.000    0.000 yarl/_quoting_c.pyx:66(bit_at)
        3    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
       48    0.000    0.000    0.000    0.000 {built-in method math.ceil}
        1    0.000    0.000    0.003    0.003 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/connector.py:883(close)
       18    0.000    0.000    0.000    0.000 yarl/_quoting_c.pyx:323(__call__)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/encodings/__init__.py:43(normalize_encoding)
        2    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/yarl/_url.py:1368(join)
       35    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/connector.py:169(transport)
       15    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/client_reqrep.py:1177(_wait_released)
       55    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
       32    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/connector.py:740(__contains__)
       16    0.000    0.000    0.007    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/server.py:43(<genexpr>)
      110    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       13    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
       22    0.000    0.000    0.001    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/socket.py:495(_real_close)
       23    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/unix_events.py:81(_process_self_data)
        1    0.000    0.000    0.002    0.002 {built-in method builtins.__import__}
        9    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/abc.py:176(__init__)
        2    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1127(get_data)
       16    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/yarl/_url.py:249(from_parts_uncached)
       15    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/helpers.py:577(timer)
       53    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
       30    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/tasks.py:908(_outer_done_callback)
        2    0.000    0.000    0.019    0.009 {built-in method builtins.sum}
       87    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/http/cookies.py:305(coded_value)
       35    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/client_reqrep.py:524(update_content_encoding)
       58    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/contextlib.py:446(__exit__)
       30    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/concurrent/futures/thread.py:47(__init__)
       45    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        2    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/base_tasks.py:9(_task_repr_info)
        2    0.000    0.000    0.002    0.001 <frozen importlib._bootstrap>:666(_load_unlocked)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:778(spec_from_file_location)
       35    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:493(_init_module_attrs)
       33    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/client_proto.py:47(upgraded)
      104    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/typing.py:2268(cast)
        2    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/sslproto.py:909(_fatal_error)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1464(_get_spec)
       38    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/sslproto.py:99(is_closing)
       49    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
       48    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/base_events.py:389(__init__)
       32    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/client_reqrep.py:415(port)
        4    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/enum.py:1515(__and__)
       17    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/client.py:1267(closed)
       21    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        5    0.000    0.000    0.000    0.000 <attrs generated init aiohttp.helpers.MimeType>:1(__init__)
        5    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/typing.py:168(_type_check)
       32    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/selector_events.py:823(set_protocol)
        1    0.000    0.000    0.003    0.003 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/connector.py:442(close)
        2    0.000    0.000    0.002    0.001 <frozen importlib._bootstrap_external>:934(exec_module)
        3    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/client_proto.py:74(is_connected)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:126(_path_join)
       17    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/re/_parser.py:240(__next)
       15    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/client.py:1197(get)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/selector_events.py:49(__init__)
       29    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/client_reqrep.py:1003(connection)
       32    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/trsock.py:15(__init__)
       61    0.000    0.000    0.000    0.000 {method 'result' of '_asyncio.Task' objects}
        3    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/yarl/_url.py:559(_cache_netloc)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1599(_get_spec)
       32    0.000    0.000    0.000    0.000 {method 'compression' of '_ssl._SSLSocket' objects}
       35    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/client_reqrep.py:969(__del__)
        1    0.000    0.000    0.003    0.003 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/runners.py:65(close)
        2    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/selector_events.py:881(_force_close)
       73    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/base_events.py:686(is_closed)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/encodings/latin_1.py:1(<module>)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:566(module_from_spec)
       30    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/concurrent/futures/_base.py:398(__get_result)
       63    0.000    0.000    0.000    0.000 {method 'exception' of '_asyncio.Task' objects}
       20    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/client_reqrep.py:929(url)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:128(<listcomp>)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:100(acquire)
       30    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/base_events.py:521(_check_default_executor)
       63    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/http/cookies.py:301(value)
       93    0.000    0.000    0.000    0.000 {method 'done' of '_asyncio.Task' objects}
       15    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/client.py:462(_build_url)
       18    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/client_exceptions.py:261(__init__)
       34    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
       38    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/selector_events.py:830(is_closing)
       20    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/streams.py:180(exception)
       14    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/typing.py:1304(__setattr__)
        2    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/re/_parser.py:178(getwidth)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/tasks.py:728(gather)
       64    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/client_reqrep.py:385(ssl)
       63    0.000    0.000    0.000    0.000 {method 'cancelled' of '_asyncio.Task' objects}
        2    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/http_exceptions.py:50(__init__)
       43    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
        4    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/yarl/_parse.py:108(split_netloc)
       66    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/events.py:750(_init_event_loop_policy)
       71    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
       20    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/base_protocol.py:71(connection_lost)
       33    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/streams.py:234(is_eof)
        2    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/coroutines.py:50(_format_coroutine)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:567(_get_cached)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:169(__enter__)
       13    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/threading.py:562(__init__)
       35    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/connector.py:357(force_close)
        2    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/typing.py:1360(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.exec}
       30    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/reprlib.py:15(wrapper)
       16    0.000    0.000    0.000    0.000 {method 'pop' of 'multidict._multidict.MultiDict' objects}
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/tasks.py:42(all_tasks)
        3    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/base_events.py:180(_run_until_complete_cb)
        1    0.000    0.000    0.000    0.000 yarl/_quoting_c.pyx:249(_do_quote)
        1    0.000    0.000    0.000    0.000 {built-in method _heapq.heapify}
       18    0.000    0.000    0.000    0.000 yarl/_quoting_c.pyx:298(_write)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:642(_classify_pyc)
        2    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/re/_compiler.py:37(_compile)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/encodings/latin_1.py:41(getregentry)
        2    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/base_events.py:564(shutdown_default_executor)
        6    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/selector_events.py:1016(_read_ready__on_eof)
        2    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/re/_parser.py:231(__init__)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/selector_events.py:105(_make_self_pipe)
        2    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/re/_compiler.py:407(_generate_overlap_table)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:727(_compile_bytecode)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:125(release)
       15    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/client.py:1135(_prepare_headers)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
       35    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       20    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/streams.py:643(set_exception)
       58    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/contextlib.py:443(__enter__)
        1    0.000    0.000    0.000    0.000 {method 'close' of 'select.kqueue' objects}
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/connector.py:835(__init__)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/client.py:268(__init__)
       35    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/client_reqrep.py:580(update_body_from_data)
        2    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/re/_compiler.py:436(_get_literal_prefix)
       33    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/connector.py:158(__bool__)
       15    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       28    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/threading.py:286(_is_owned)
       28    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/threading.py:280(_release_save)
       28    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/threading.py:283(_acquire_restore)
       32    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/events.py:75(cancelled)
       22    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
       15    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/threading.py:1453(current_thread)
       13    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/threading.py:1324(_make_invoke_excepthook)
        2    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/base_futures.py:45(_future_repr_info)
       65    0.000    0.000    0.000    0.000 {method 'get_loop' of '_asyncio.Future' objects}
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/concurrent/futures/thread.py:1(<module>)
       35    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/client.py:1355(trust_env)
       18    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/client_proto.py:133(eof_received)
        1    0.000    0.000    0.000    0.000 {built-in method _socket.socketpair}
        2    0.000    0.000    0.003    0.002 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/client.py:1392(__aexit__)
       21    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/coroutines.py:34(iscoroutine)
       16    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/client_reqrep.py:174(_merge_ssl_params)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1496(find_spec)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:71(__init__)
        4    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/signal.py:34(_enum_to_int)
       15    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/re/_parser.py:261(get)
       15    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/typing.py:1252(_is_dunder)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/socket.py:595(socketpair)
        8    0.000    0.000    0.000    0.000 {built-in method _asyncio._get_running_loop}
        2    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/runners.py:131(_lazy_init)
       12    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/weakref.py:427(__setitem__)
       28    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:675(_validate_timestamp_pyc)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/logging/__init__.py:1734(isEnabledFor)
       15    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/helpers.py:559(register)
        6    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/sslproto.py:447(eof_received)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/_weakrefset.py:63(__iter__)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
        4    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/signal.py:24(_int_to_enum)
        2    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/signal.py:60(getsignal)
        1    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/selectors.py:509(__init__)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:94(__new__)
       15    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/re/_parser.py:168(__getitem__)
        1    0.000    0.000    0.001    0.001 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/concurrent/futures/__init__.py:40(__getattr__)
        2    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/asyncio/base_tasks.py:26(_task_repr)
        2    0.000    0.000    0.000    0.000 /Users/matheusfontana/Documents/repos/python-cpu-profiling/venv/lib/python3.11/site-packages/aiohttp/http_exceptions.py:25(__init__)
       14    0.000    0.000    0.000    0.000 {built-in method from_iterable}
       15    0.000    0.000    0.000    0.000 /Users/matheusfontana/.pyenv/versions/3.11.7/lib/python3.11/re/_parser.py:176(append)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:392(cached)
